gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
ZBTB11	548328	445	16	1135650	305250	0	1	1	0	50	19	8162100	8.192949e-01	1
PCDHB5	915569	724	-11	808500	266100	0	1	4	0	24	18	5585100	8.193456e-01	1
WDR35	482678	390	24	1312050	332250	0	1	0	0	50	18	9061800	8.193834e-01	1
LRRC4	NaN	NaN	NaN	673500	211200	0	1	1	0	50	41	16915800	8.194807e-01	1
CCNK	345332	429	2	619200	183150	0	1	1	0	50	22	8676450	8.195813e-01	1
LRIT2	216191	860	-17	570450	177900	0	1	0	0	50	30	10658250	8.195902e-01	1
COL10A1	NaN	NaN	NaN	676200	246750	0	1	1	0	50	41	16951350	8.200687e-01	1
SIL1	1351545	442	35	496050	143850	0	1	0	0	50	27	8384700	8.201229e-01	1
PHLPP1	229775	442	34	1786950	561150	0	3	2	0	50	22	10043550	8.201826e-01	1
NOL10	804107	344	32	778200	187950	0	1	0	0	29	9	4985100	8.202765e-01	1
APPL1	427002	389	33	797850	199350	0	1	1	0	50	16	8364150	8.203138e-01	1
MYH1	76487	723	-50	2148750	538650	0	5	0	0	15	11	4369200	8.204119e-01	1
ZNF117	216422	994	-9	532200	124800	0	1	0	0	50	27	8987250	8.204134e-01	1
OTUD7A	155907	445	13	965550	304800	0	2	1	0	9	3	2067600	8.204252e-01	1
TOP2A	1220026	191	23	1711350	418050	0	1	1	0	50	20	8927700	8.205496e-01	1
TMEM64	184765	746	8	381150	136800	0	1	2	0	22	16	3990000	8.207716e-01	1
ZNF319	856192	158	9	608400	178650	0	1	0	0	50	21	8138100	8.207821e-01	1
TRAM1L1	24934	NaN	-31	390150	109350	0	1	0	0	50	34	8169300	8.207917e-01	1
PCDHA12	NaN	NaN	NaN	969300	311400	0	1	3	0	30	19	6909600	8.208261e-01	1
RUNX2	54989	416	8	559950	165450	0	1	1	0	50	25	8790750	8.208609e-01	1
SCYL3	181109	624	5	804300	222150	0	1	0	0	50	17	8881350	8.209722e-01	1
KRT19	1445853	325	-22	419550	130800	0	1	0	0	50	31	8047200	8.209987e-01	1
TLR4	58763	944	-8	892200	245400	0	1	1	0	50	33	9756300	8.212888e-01	1
ZNF43	123927	1235	-66	889500	209400	0	3	0	0	20	14	3489900	8.213890e-01	1
C1orf116	451418	155	25	618000	200100	0	1	1	0	50	26	10043850	8.213997e-01	1
TRDMT1	558326	451	5	434700	113400	0	1	0	0	50	31	8326650	8.214093e-01	1
PRKG2	10566	894	-1	842550	219000	0	1	0	0	29	10	5865150	8.214868e-01	1
ERCC3	428616	175	23	856650	226500	0	1	0	0	50	20	10928250	8.216797e-01	1
CWC27	132018	601	8	535500	126450	0	1	1	0	50	26	8694150	8.217178e-01	1
COBL	133439	509	-22	1319700	405600	0	4	1	0	40	28	8108700	8.218776e-01	1
DDX58	426359	362	-12	1033650	247050	0	1	0	0	50	26	9277650	8.222906e-01	1
PSPC1	309425	481	34	566250	155550	0	1	0	0	50	22	7861050	8.224471e-01	1
ZNF596	89938	794	10	553650	137100	0	1	1	0	50	28	9602400	8.226301e-01	1
GANC	604999	342	37	1016550	260100	0	1	1	0	50	26	9103950	8.227007e-01	1
PPFIBP2	104307	853	12	963600	261750	0	1	2	0	50	26	8624850	8.228053e-01	1
OGDH	1420793	179	56	1173000	325950	0	5	1	0	9	4	1257600	8.228435e-01	1
PPEF2	482292	429	45	829200	217500	0	1	0	0	50	17	9100200	8.228587e-01	1
GNE	857846	257	46	810600	228000	0	1	1	0	50	19	9825900	8.230760e-01	1
FBXL17	73947	913	4	736350	225750	0	1	1	0	50	16	7648200	8.231634e-01	1
NAA15	389880	299	26	979200	225450	0	1	0	0	31	9	6211350	8.232930e-01	1
ZNF654	123235	894	-3	631350	156150	0	1	0	0	40	15	6190200	8.233136e-01	1
DHCR7	507631	626	51	506850	148350	0	1	2	0	28	8	2920500	8.235282e-01	1
CD5	805103	546	37	536700	151350	0	1	1	0	50	23	7733850	8.235357e-01	1
TMTC2	61571	1375	-11	901200	248550	0	1	0	0	32	23	7297950	8.237154e-01	1
TACC1	623231	286	35	869850	239850	0	2	2	0	9	2	1538100	8.237424e-01	1
TTF1	1431869	429	34	988950	252150	0	1	1	0	50	22	7738200	8.238038e-01	1
DAXX	1456953	262	30	799800	240150	0	3	1	0	14	9	2364300	8.238249e-01	1
TCTE1	1037256	312	54	522750	163050	0	1	2	0	4	4	1026600	8.239366e-01	1
MUC17	1124475	272	43	4501350	1588050	0	8	2	0	4	4	2517150	8.239878e-01	1
TRPM6	95662	726	-16	2245200	574050	0	11	1	0	15	12	3524400	8.239987e-01	1
PABPC5	8224	NaN	-28	401550	115500	0	1	0	0	50	44	10621350	8.243139e-01	1
PITRM1	266524	438	16	1147650	301350	0	1	3	0	50	21	8643750	8.243781e-01	1
TNRC6B	502506	484	34	2007900	562950	0	2	1	0	39	16	7964700	8.244142e-01	1
THAP4	1213423	426	21	610800	182100	0	2	2	0	14	9	1737300	8.244336e-01	1
STIP1	1602391	278	57	609450	148350	0	1	2	0	14	7	3148500	8.246684e-01	1
CAMTA2	1416161	231	30	1333200	402450	0	3	1	0	50	21	7871250	8.247452e-01	1
PSG9	312803	148	-41	457800	128550	0	1	2	0	4	4	578250	8.249881e-01	1
ABCG5	544941	480	35	695100	206700	0	1	0	0	50	24	10366500	8.250210e-01	1
ACSM2B	166410	726	-6	628800	174900	0	1	1	0	50	22	8652600	8.251477e-01	1
LARP1	549658	179	27	1106550	303750	0	1	2	0	50	24	9186600	8.251643e-01	1
NEDD4L	321507	522	58	1100850	284250	0	1	0	0	8	0	1258800	8.251745e-01	1
PTCHD1	397667	NaN	-2	934050	270600	0	2	0	0	8	3	1604700	8.252160e-01	1
MLPH	468096	440	11	652800	185550	0	1	0	0	50	30	11974950	8.252186e-01	1
DQX1	1019591	315	50	752700	236400	0	2	0	0	10	3	1588350	8.253216e-01	1
AXIN2	212714	773	-26	897600	258000	0	1	0	0	50	31	9105750	8.256738e-01	1
MED13L	186212	605	-12	2372250	667500	0	4	1	0	38	8	6298050	8.257389e-01	1
ATXN1	109777	623	30	834750	268650	0	1	0	0	42	15	8119050	8.257587e-01	1
PWP2	879237	219	61	996000	282900	0	1	0	0	50	12	7976850	8.257721e-01	1
HSPA4L	222085	352	31	938250	228150	0	1	0	0	50	13	8041200	8.261551e-01	1
C1orf101	716278	590	1	1052250	271650	0	1	1	0	50	30	10367100	8.261554e-01	1
PDE1B	643658	392	33	616050	162450	0	1	0	0	50	23	8800350	8.261873e-01	1
KIAA1462	184440	520	12	1422600	418800	0	3	3	0	43	26	8967150	8.262148e-01	1
CES1	317734	581	-28	617400	174150	0	1	0	0	50	26	9876150	8.262531e-01	1
UGGT2	175188	834	34	1697850	418500	0	2	1	0	11	6	2528400	8.263501e-01	1
ZNF609	841050	278	43	1488750	431850	0	2	0	0	9	3	2697300	8.263976e-01	1
ADNP2	477656	572	4	1172700	360900	0	2	0	0	11	3	2466450	8.264204e-01	1
TRIM45	331822	566	12	616650	176700	0	1	0	0	50	22	8446200	8.265587e-01	1
GPN1	1192074	306	43	518850	135900	0	1	0	0	50	39	12141000	8.265829e-01	1
C10orf120	321415	530	1	365400	93600	0	1	1	0	13	6	1666200	8.267918e-01	1
DDX60	83741	350	-10	1901250	476100	0	3	1	0	50	25	10189800	8.269254e-01	1
CAT	653478	256	23	582750	152550	0	1	0	0	28	12	4642350	8.274005e-01	1
SEMA6C	1562281	184	33	994500	337950	0	2	0	0	5	0	766050	8.276084e-01	1
UPF1	1302747	189	27	1208100	343950	0	1	0	0	13	9	3532500	8.276595e-01	1
ZCCHC5	263052	NaN	20	500250	142350	0	1	0	0	20	9	3125400	8.279259e-01	1
TCIRG1	1168866	251	63	882600	274350	0	1	0	0	26	8	5010600	8.280403e-01	1
RNASEL	597206	812	-3	793200	217500	0	1	0	0	50	19	9459000	8.280568e-01	1
MTF2	611888	391	16	660900	166200	0	1	0	0	50	21	8631900	8.280665e-01	1
DPF3	317807	599	41	394950	103650	0	1	0	0	5	0	447150	8.281850e-01	1
NPHS1	1060028	321	47	1313700	413400	0	4	1	0	4	2	1019700	8.282100e-01	1
HIVEP2	248800	596	25	2574450	738000	0	4	2	0	50	15	9926250	8.282766e-01	1
ZMYM2	329235	391	43	1520550	381150	0	2	0	0	4	0	1168950	8.282939e-01	1
DUOX1	667418	544	27	1669800	484800	0	8	0	0	6	2	1295400	8.284435e-01	1
INMT	463251	489	22	277800	83100	0	1	1	0	6	5	1102050	8.285059e-01	1
DIP2C	406596	632	12	1672500	495150	0	5	2	0	50	25	9412950	8.285299e-01	1
POLM	1151124	282	56	523500	163650	0	1	0	0	50	31	9794850	8.285661e-01	1
ZFP64	145657	427	-8	1155150	309600	0	1	3	0	50	21	8502000	8.286297e-01	1
TTC12	107070	600	13	786150	205650	0	1	0	0	40	16	8019900	8.286338e-01	1
AP3B2	509813	608	16	1140600	332250	0	1	1	0	50	22	8693550	8.286443e-01	1
ERN2	517081	598	33	1029750	324300	0	1	1	0	50	23	8112150	8.287952e-01	1
TLE1	36728	629	-33	839550	235500	0	1	1	0	50	36	9468750	8.288814e-01	1
N4BP1	156698	392	1	954750	267000	0	1	0	0	38	14	8649900	8.288900e-01	1
SCAMP5	840042	199	44	261600	67800	0	1	1	0	10	7	1332750	8.289189e-01	1
TXNRD2	648548	197	18	570000	172050	0	1	2	0	26	12	4515900	8.290633e-01	1
LMF1	1167662	304	17	604200	181500	0	1	0	0	50	27	9905550	8.294368e-01	1
GSDMB	1602321	292	18	459600	123150	0	1	0	0	4	0	518100	8.294874e-01	1
ZNF799	1754294	593	0	706200	168600	0	1	0	0	50	24	10369500	8.297328e-01	1
PKD2L1	1071291	198	56	873150	241950	0	1	2	0	43	30	8433750	8.297933e-01	1
TFAP2E	1049488	388	34	451950	156900	0	1	0	0	22	9	2806200	8.297984e-01	1
ZNF829	308757	976	-38	565800	139800	0	1	1	0	50	25	8625450	8.298121e-01	1
BRCA2	221300	462	44	3714600	947850	0	6	1	0	16	5	3825300	8.300045e-01	1
GCC2	362408	478	6	1873650	440700	0	1	2	0	50	16	8000850	8.300686e-01	1
KIRREL	120128	589	13	804000	244500	0	1	0	0	22	9	4987200	8.300851e-01	1
INPP4B	51592	807	10	1027200	261150	0	1	1	0	50	29	9634200	8.301721e-01	1
MTMR2	285979	390	-1	705000	189600	0	1	0	0	48	23	9935550	8.302835e-01	1
DHX37	1085697	229	46	1241850	369150	0	1	2	0	50	20	8733750	8.303174e-01	1
PRKCSH	1255985	265	32	601800	152400	0	1	1	0	50	21	7800000	8.303815e-01	1
WHAMM	476426	631	23	858000	251700	0	1	0	0	27	5	3381300	8.304810e-01	1
ZNF286A	730837	431	-16	574800	137100	0	1	0	0	50	27	9387750	8.305852e-01	1
CRTC1	1398467	222	29	687600	217350	0	1	1	0	50	20	8517600	8.306226e-01	1
AOX1	572062	160	23	1473450	396300	0	1	1	0	50	15	8426550	8.306651e-01	1
CIT	905544	436	24	2227200	593400	0	5	1	0	50	20	10916550	8.306721e-01	1
ACAD9	1117839	382	54	678000	192300	0	1	0	0	28	12	5342850	8.306736e-01	1
TRPM5	833749	589	47	1239900	376500	0	1	1	0	30	12	6108750	8.308860e-01	1
BNC2	37330	534	-14	1170000	325800	0	4	0	0	10	7	2808600	8.309470e-01	1
SPARCL1	526761	537	16	742050	173700	0	2	2	0	17	7	1982250	8.311899e-01	1
AGAP3	616572	337	39	985950	306000	0	3	0	0	15	9	3071550	8.311939e-01	1
REXO1	2226995	214	26	1268700	408900	0	1	1	0	50	24	10191900	8.312115e-01	1
TRPA1	19123	936	29	1250850	307950	0	3	0	0	5	1	1103250	8.312129e-01	1
AGAP4	136259	NaN	34	708150	199050	0	1	0	0	50	21	9146850	8.314143e-01	1
PSD3	129089	682	-9	1147500	310050	0	1	0	0	50	35	12463050	8.314935e-01	1
SLC22A6	2447828	398	48	589800	187800	0	1	0	0	50	19	6941550	8.320206e-01	1
TBR1	219774	676	10	716250	214800	0	1	1	0	50	19	8426850	8.321208e-01	1
NEK8	1695792	208	40	735000	225750	0	2	0	0	4	0	558600	8.322536e-01	1
KRT6A	1194800	389	29	598050	179100	0	1	0	0	14	6	2676300	8.324456e-01	1
LCA5	300263	564	0	758700	194400	0	1	1	0	40	12	5942850	8.324792e-01	1
EVPL	1611239	218	22	2137050	646650	0	6	1	0	50	19	10145400	8.325021e-01	1
FCAMR	467960	385	26	618150	176550	0	1	0	0	50	23	8647350	8.325050e-01	1
RNF112	588566	414	6	570900	175200	0	1	0	0	50	23	7977450	8.328415e-01	1
WDR27	197890	593	-17	933300	268200	0	1	0	0	50	16	9383550	8.330018e-01	1
AZI1	1748003	243	28	1162050	342300	0	1	1	0	50	13	9722400	8.334038e-01	1
PTPRU	365922	395	24	1564650	452700	0	4	0	0	11	1	2172150	8.334040e-01	1
PHF21A	513122	344	32	751050	210600	0	1	0	0	50	17	7957050	8.335229e-01	1
HTR4	89834	578	10	520500	147750	0	1	1	0	50	33	10151100	8.337837e-01	1
ZSWIM4	754888	241	31	1029900	328200	0	1	2	0	46	24	8157750	8.337936e-01	1
LHCGR	75021	934	-16	748650	215250	0	2	0	0	4	3	1210500	8.339270e-01	1
ADCY2	60911	1014	-22	1191000	327300	0	1	1	0	50	25	9730200	8.339285e-01	1
ZNF24	306655	499	43	396000	107550	0	1	2	0	21	7	1983900	8.339396e-01	1
RAI14	270712	554	-7	1107450	274950	0	3	0	0	17	9	3418050	8.339800e-01	1
ENPP5	62118	819	16	516000	134700	0	1	0	0	16	12	2500200	8.340480e-01	1
POLI	98827	436	44	806700	210750	0	1	0	0	50	18	8980350	8.340633e-01	1
COL2A1	374433	246	47	1576800	527400	0	3	0	0	8	2	1565850	8.343582e-01	1
CLPB	755787	258	56	764700	220800	0	1	0	0	17	6	3400050	8.343678e-01	1
CLASP2	463864	393	9	1643100	457950	0	1	1	0	50	19	10882800	8.344164e-01	1
PAM	206242	550	9	1076100	283350	0	1	2	0	50	30	10131900	8.344796e-01	1
RRBP1	580543	347	0	1070100	293400	0	1	0	0	15	4	3565950	8.344974e-01	1
CNOT4	579978	407	19	725550	202800	0	1	2	0	50	21	9274350	8.345287e-01	1
RNF6	96737	562	25	723900	207600	0	1	0	0	50	18	8044500	8.345845e-01	1
LIPE	704668	235	34	1105950	364200	0	1	1	0	36	15	6191100	8.346362e-01	1
SI	13371	1355	-23	2038200	513300	0	5	1	0	10	7	2345700	8.346424e-01	1
CC2D2A	163271	420	27	1863150	480450	0	1	0	0	50	11	8518200	8.346444e-01	1
FAT4	15815	726	-10	5210550	1543950	0	21	3	0	2	5	2029500	8.346458e-01	1
TMEM8A	1549307	207	37	808050	255750	0	1	0	0	36	17	8527650	8.346837e-01	1
NPR3	477035	487	-15	574650	168300	0	1	1	0	50	28	9570900	8.348687e-01	1
CHRNA4	1278630	332	62	649350	207450	0	1	1	0	50	18	7207350	8.349462e-01	1
TFAP2D	17771	1090	-15	481800	142350	0	1	0	0	50	36	10160700	8.349914e-01	1
MAGEB6	34143	NaN	-38	424050	128550	0	3	1	0	2	3	463350	8.350263e-01	1
SKA3	447305	240	43	470400	122700	0	1	2	0	24	9	2867700	8.352809e-01	1
SIRT1	321700	296	-2	802050	223950	0	1	0	0	21	8	4444650	8.352816e-01	1
TENC1	1726226	177	38	1525500	476550	0	1	1	0	50	17	9283050	8.352985e-01	1
TELO2	1254229	256	34	878250	289050	0	1	1	0	50	14	7784700	8.354408e-01	1
CRYBG3	123806	723	0	1126350	288000	0	2	0	0	10	2	1732650	8.355958e-01	1
PIWIL4	367057	478	6	939300	246450	0	1	0	0	23	5	3635550	8.358623e-01	1
SHANK2	544815	678	36	1912350	578850	0	4	2	0	49	17	8105100	8.361957e-01	1
INTS7	469325	370	16	1047900	286350	0	1	2	0	50	23	7928100	8.362037e-01	1
OR9A4	198115	856	-6	327750	97500	0	1	1	0	3	3	574650	8.362263e-01	1
REL	635308	439	34	677100	177900	0	1	0	0	35	14	5985750	8.362353e-01	1
TAP2	1313279	295	31	743550	241050	0	1	2	0	27	10	4924200	8.365370e-01	1
IQCH	275948	360	31	1172550	308850	0	1	2	0	48	17	7078500	8.367669e-01	1
SLC47A2	547418	219	-8	645600	197250	0	1	0	0	50	25	9609600	8.369411e-01	1
SAMD11	1851188	467	3	706500	238500	0	1	0	0	50	25	10515750	8.369498e-01	1
C7orf63	134871	1140	2	1051950	259350	0	1	0	0	50	12	8115750	8.369890e-01	1
RRM1	392720	601	31	878400	224550	0	1	0	0	50	24	12586800	8.370200e-01	1
ARFIP2	424988	469	20	366150	108150	0	1	0	0	4	2	805800	8.371435e-01	1
CCDC147	281526	415	2	977250	231900	0	1	2	0	12	5	2021100	8.371548e-01	1
UBXN4	511712	403	25	561600	147150	0	1	2	0	7	2	1235850	8.371602e-01	1
PHACTR2	346938	363	2	698550	201900	0	1	1	0	50	20	8464800	8.371842e-01	1
TRIM17	654512	278	7	561450	163500	0	1	0	0	50	37	12052350	8.374314e-01	1
TRAF5	298152	424	2	619650	151200	0	1	0	0	50	25	9200850	8.376634e-01	1
MSH6	488225	587	32	1452900	402450	0	3	1	0	50	21	8204700	8.380882e-01	1
ZFR2	2201226	204	37	1042950	332250	0	1	1	0	50	30	9622050	8.382067e-01	1
IGSF1	42910	NaN	15	1462950	409950	0	6	0	0	3	3	940800	8.382809e-01	1
PATZ1	723505	237	57	822600	239850	0	1	2	0	33	12	6318450	8.382908e-01	1
ZNF136	1114898	721	-14	592800	143850	0	2	0	0	5	4	1159500	8.385764e-01	1
RALGAPB	531076	440	45	1623000	447450	0	1	0	0	50	23	12118650	8.386087e-01	1
TTLL4	1055730	269	42	1288650	363750	0	1	2	0	50	24	9938550	8.386720e-01	1
IKBKE	504324	300	4	781650	222300	0	1	1	0	50	23	10706100	8.387668e-01	1
BSG	1647685	255	-8	428100	123600	0	1	1	0	17	9	2579100	8.387826e-01	1
NFKBIE	1037256	312	54	505500	180750	0	1	0	0	8	5	1935600	8.390429e-01	1
SNX25	295066	528	30	939750	228000	0	1	0	0	31	11	6681000	8.392328e-01	1
FAP	70846	615	5	864750	207600	0	1	0	0	50	17	8984100	8.393159e-01	1
CHRM3	52023	1031	-25	620550	179100	0	1	1	0	50	33	11875500	8.393828e-01	1
RBM23	1177534	225	34	479550	137850	0	1	0	0	50	24	6815550	8.394465e-01	1
SLC25A46	127798	846	-7	450000	129150	0	1	0	0	50	33	8607150	8.395451e-01	1
SIK2	426569	296	19	991950	284700	0	1	0	0	44	12	7585800	8.395812e-01	1
HIST3H2BB	626588	351	7	132450	40800	0	2	1	0	3	1	180150	8.396440e-01	1
ARHGEF16	248448	483	21	761700	222000	0	1	0	0	50	21	9569400	8.396444e-01	1
CAPN12	1697047	322	45	779550	228450	0	1	1	0	50	20	9365250	8.397228e-01	1
MSTO1	2230401	185	32	609450	185700	0	1	2	0	50	28	9978900	8.399026e-01	1
HSPD1	681973	428	29	618150	176550	0	1	2	0	46	20	7416150	8.401236e-01	1
ETV1	46434	989	-16	560250	135000	0	1	0	0	50	28	9164550	8.401855e-01	1
SBK1	1139917	221	55	430350	148800	0	1	1	0	17	17	4455150	8.403720e-01	1
ZNF239	310244	585	-36	499800	121650	0	1	2	0	42	24	7078200	8.404855e-01	1
BBS7	324357	506	29	796350	204000	0	1	0	0	19	7	3901950	8.404881e-01	1
EVC2	69455	688	19	1407450	398400	0	3	1	0	10	2	2361000	8.405496e-01	1
PER3	370145	415	23	1296300	362400	0	1	1	0	9	2	1914900	8.405754e-01	1
ZNF77	1119793	197	35	592050	150450	0	1	0	0	50	25	8704200	8.405825e-01	1
CSTF1	254679	672	-43	464100	128100	0	1	1	0	50	43	11373000	8.405859e-01	1
ACRC	848605	NaN	39	771450	184350	0	1	0	0	23	5	2936250	8.407986e-01	1
CARD8	1052191	391	32	591900	155100	0	1	0	0	14	4	1929150	8.410401e-01	1
NR4A3	280636	538	8	699750	209250	0	1	1	0	50	24	9888900	8.411006e-01	1
PRKCE	172588	465	32	807300	214200	0	1	0	0	50	21	10088400	8.412019e-01	1
CACNB2	74282	408	4	829050	223500	0	4	0	0	4	0	612900	8.416278e-01	1
STAT6	2122802	172	52	918000	264600	0	5	1	0	14	8	2364150	8.419556e-01	1
CENPJ	481837	639	18	1472700	363750	0	4	0	0	2	0	617700	8.420450e-01	1
ZNF25	140131	959	-27	508950	117000	0	1	0	0	50	37	10754250	8.420647e-01	1
MID2	167346	NaN	49	797400	212400	0	1	2	0	46	16	7773600	8.421111e-01	1
MATK	2172842	204	36	573600	170250	0	1	1	0	50	30	9938550	8.422355e-01	1
CDH19	6200	1015	-45	841350	220200	0	1	0	0	50	17	8652750	8.422832e-01	1
SUN1	642960	310	29	915600	259350	0	3	0	0	6	3	1512600	8.422861e-01	1
LRWD1	642828	230	65	689100	211800	0	3	0	0	6	1	928500	8.424843e-01	1
SH3PXD2B	495571	267	42	974100	278700	0	1	1	0	50	27	8062650	8.426084e-01	1
VPRBP	549963	415	40	1571550	434100	0	1	2	0	50	22	11093400	8.426816e-01	1
EPHA6	89830	1046	-18	1266150	343950	0	2	0	0	12	3	2170500	8.428290e-01	1
PCSK6	372683	406	-1	1217250	342000	0	1	1	0	50	20	7994250	8.428432e-01	1
LRIG1	82885	629	14	1164000	346200	0	3	1	0	6	1	1152300	8.428440e-01	1
ZNF440	739660	633	-2	648900	161100	0	1	0	0	50	27	10164000	8.429476e-01	1
MAP7D2	263236	NaN	38	841950	231750	0	1	1	0	50	16	8178750	8.431447e-01	1
TTLL6	727820	415	24	1005300	262350	0	1	0	0	50	21	12478650	8.431552e-01	1
PAPLN	525540	269	45	1341300	393900	0	2	4	0	20	8	3071550	8.431618e-01	1
CTPS2	295447	NaN	30	656250	168600	0	1	0	0	50	25	9559050	8.432825e-01	1
TAF6	1299015	205	52	715200	226200	0	1	1	0	35	12	5397600	8.434422e-01	1
BCL9	NaN	NaN	NaN	1475850	461400	0	1	1	0	50	41	17166000	8.434659e-01	1
CYP4V2	371112	606	-2	577950	150150	0	1	0	0	50	28	9346350	8.435277e-01	1
FRMD3	494570	610	-26	662250	168450	0	1	0	0	50	19	7495950	8.435278e-01	1
FAM198B	123627	849	-14	580950	173700	0	1	1	0	50	37	12208500	8.436534e-01	1
FOXP1	99202	675	-1	807150	213000	0	1	2	0	50	18	8692650	8.437981e-01	1
ABCE1	189309	1139	32	671700	170250	0	1	1	0	50	22	8681250	8.437984e-01	1
BRCA1	1466229	201	27	2073600	513900	0	3	0	0	24	3	3256050	8.440661e-01	1
SLC1A2	643540	263	15	612300	181950	0	1	0	0	14	6	2634000	8.440668e-01	1
LDLRAD2	502881	181	28	282300	94350	0	1	1	0	1	1	454800	8.440671e-01	1
ZSCAN22	1621097	406	-25	519000	148800	0	1	0	0	50	28	8376300	8.441096e-01	1
UNC13A	1029781	246	37	1888050	486150	0	6	2	0	50	15	7136400	8.444831e-01	1
FBXL4	237914	891	-6	666900	185400	0	1	1	0	50	22	8593200	8.446737e-01	1
TOX3	62431	993	-53	647100	179100	0	1	0	0	50	21	7987800	8.447740e-01	1
LRRC49	252612	404	11	759900	194550	0	1	1	0	50	23	10195200	8.447998e-01	1
ZWILCH	530195	219	49	667050	164550	0	1	2	0	42	18	7154700	8.449778e-01	1
ITGA5	653663	190	42	1133550	337050	0	1	2	0	50	25	8706900	8.451931e-01	1
KNDC1	318075	452	-11	1847550	567600	0	7	0	0	2	0	917400	8.452625e-01	1
RIN1	2048585	182	54	796950	277650	0	1	0	0	18	5	2986050	8.453570e-01	1
TH	837088	579	38	563850	174600	0	1	2	0	50	25	8144100	8.457283e-01	1
CCDC108	872634	324	36	2131650	594450	0	6	0	0	9	6	2892000	8.459022e-01	1
AKAP8L	509601	481	30	713700	184950	0	1	1	0	50	25	10297800	8.460224e-01	1
PIGB	243817	487	11	613500	156450	0	1	0	0	50	23	8192700	8.461470e-01	1
GBP5	379427	834	-4	644550	165900	0	1	0	0	50	22	8262900	8.461480e-01	1
MPDZ	77490	688	-36	2207100	629700	0	3	2	0	38	34	8603700	8.464770e-01	1
PNPLA6	610314	205	34	1459050	458850	0	2	1	0	50	23	8619750	8.464998e-01	1
PTCD3	971062	420	46	784650	190050	0	1	0	0	50	24	10880400	8.465948e-01	1
SNTG2	78833	824	-24	596550	161250	0	1	1	0	50	22	7633200	8.466910e-01	1
PHTF2	246673	730	25	843300	227700	0	1	0	0	50	41	19324950	8.468369e-01	1
RAP1GAP2	518031	418	12	810450	220500	0	1	0	0	50	18	8629350	8.470837e-01	1
HSPA2	662511	188	36	663600	200400	0	1	1	0	50	25	9533700	8.472652e-01	1
FAM120C	610328	NaN	28	1161600	356250	0	2	0	0	10	6	1985400	8.473222e-01	1
SMARCD3	610106	290	32	543750	152400	0	1	0	0	10	6	2311800	8.474523e-01	1
CPO	169586	723	2	414000	108450	0	1	2	0	4	4	747750	8.474832e-01	1
ZNF577	435461	817	-45	526950	136350	0	1	1	0	50	23	7001850	8.475849e-01	1
CDC5L	958127	443	34	881550	229500	0	1	1	0	50	15	7957500	8.478198e-01	1
BRIP1	326357	412	-9	1366500	355200	0	1	0	0	50	24	10018650	8.478955e-01	1
SMARCA4	1984564	190	40	1823400	511650	0	4	4	0	50	23	9375150	8.479908e-01	1
DNAJC5B	270769	377	45	220800	56400	0	1	1	0	3	1	350850	8.480315e-01	1
ARMCX2	300391	NaN	31	642600	211950	0	1	1	0	50	29	10569900	8.480804e-01	1
PPFIA3	2011861	267	47	1280250	387000	0	1	1	0	48	21	8470650	8.480822e-01	1
SCP2	609222	386	23	624150	152550	0	1	0	0	50	30	10596900	8.481011e-01	1
TTC26	562181	345	38	633600	146250	0	1	1	0	50	24	8737350	8.481860e-01	1
LCTL	553330	219	58	627000	161400	0	1	1	0	50	25	8978100	8.482139e-01	1
CALCR	197869	823	-10	570000	142350	0	1	0	0	50	30	9667950	8.483872e-01	1
OSBPL3	254504	312	28	985500	251100	0	1	1	0	50	14	8350950	8.485501e-01	1
EMR3	1036916	384	31	715500	193050	0	1	1	0	50	16	6821250	8.485529e-01	1
MTMR14	899035	348	39	712950	198300	0	1	1	0	50	23	9436650	8.486887e-01	1
FAM111A	542222	686	9	666600	165000	0	1	1	0	50	26	9882150	8.486937e-01	1
MTOR	577167	416	32	2774100	771000	0	5	2	0	27	13	4296750	8.487902e-01	1
DPY19L2	195841	681	-28	841050	221400	0	1	0	0	50	42	9692700	8.489858e-01	1
VWA5A	177269	744	-11	859800	234150	0	1	0	0	16	12	3840750	8.491318e-01	1
RDH8	1555841	413	0	324900	105300	0	1	1	0	2	3	857850	8.491411e-01	1
DBN1	1079488	261	50	731550	211650	0	1	1	0	50	16	6959850	8.491435e-01	1
MYNN	400732	689	2	668250	169200	0	1	0	0	50	20	7765350	8.493499e-01	1
SERPINA5	316239	858	10	434550	122100	0	1	2	0	21	12	3211500	8.494804e-01	1
MANBA	379516	303	32	968850	248850	0	1	0	0	50	14	8182350	8.495082e-01	1
CCDC82	272687	372	14	611550	136800	0	2	0	0	50	27	9357300	8.496869e-01	1
NEDD4	259242	271	-1	1558050	407100	0	1	1	0	50	17	8760300	8.497117e-01	1
RABEP2	1189140	257	55	605250	186750	0	1	0	0	50	27	9258000	8.497760e-01	1
TRIML2	32696	595	-20	425700	110700	0	1	0	0	50	32	7633200	8.498347e-01	1
ITGA3	1197823	210	20	1184250	352050	0	1	2	0	50	29	9974250	8.498619e-01	1
ANKFN1	184382	511	-53	843000	219000	0	1	1	0	50	30	7297200	8.498677e-01	1
IGSF9	807549	310	10	1216800	410400	0	4	0	0	15	19	5360100	8.500202e-01	1
