gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
SLC19A3	164044	353	-10	529800	150150	0	0	1	0	22	13	3974850	1	1
SLC1A5	1166804	224	36	552450	194100	0	0	0	0	6	3	1136850	1	1
SLC20A2	582397	459	34	686250	211500	0	0	0	0	50	20	11936850	1	1
SLC22A1	653494	449	3	603000	164250	0	0	0	0	50	18	7039200	1	1
SLC22A14	301168	437	22	633600	186750	0	0	0	0	40	16	7690350	1	1
SLC22A16	248863	469	20	617250	176550	0	0	1	0	50	24	9629550	1	1
SLC22A18	552601	256	34	438750	152100	0	0	0	0	50	17	9021300	1	1
SLC22A18AS	552601	256	34	262200	86100	0	0	0	0	50	17	9021300	1	1
SLC22A20	3317462	168	54	364800	117600	0	0	0	0	50	14	8247600	1	1
SLC22A23	465372	453	27	717450	226200	0	0	0	0	50	22	9391200	1	1
SLC22A24	NaN	NaN	NaN	585150	175350	0	0	0	0	50	40	16879950	1	1
SLC22A25	1852481	572	32	582900	171300	0	0	0	0	50	23	7692450	1	1
SLC22A9	1061448	478	28	593100	171000	0	0	0	0	50	21	9847050	1	1
SLC23A1	832127	177	48	641400	198750	0	0	0	0	50	22	8751150	1	1
SLC23A2	476336	464	37	698850	205200	0	0	1	0	50	13	9037050	1	1
SLC24A6	441204	251	37	618600	198150	0	0	0	0	50	12	7275300	1	1
SLC25A10	3745109	205	30	311400	96300	0	0	0	0	50	10	7538100	1	1
SLC25A11	1416161	231	30	334500	103350	0	0	2	0	6	4	1019550	1	1
SLC25A14	301928	NaN	28	358800	97500	0	0	0	0	50	17	11085600	1	1
SLC25A15	270527	470	44	326100	92400	0	0	0	0	50	27	10044300	1	1
SLC25A16	782017	294	35	361050	102900	0	0	1	0	30	18	6536550	1	1
SLC25A18	431029	390	-37	339150	101850	0	0	0	0	50	34	8694900	1	1
SLC25A19	1723762	171	31	343500	100650	0	0	0	0	50	16	8240550	1	1
SLC25A20	1790488	140	38	328050	94050	0	0	0	0	50	25	9284700	1	1
SLC25A23	865106	219	33	497550	151800	0	0	0	0	50	14	8829000	1	1
SLC25A27	141781	596	1	353400	98400	0	0	0	0	50	18	8716950	1	1
SLC25A28	383678	436	18	379500	118650	0	0	1	0	18	10	3341400	1	1
SLC25A3	487754	218	21	434250	125100	0	0	0	0	50	10	7196250	1	1
SLC25A31	220342	437	-6	337650	97950	0	0	1	0	50	28	8544750	1	1
SLC25A32	430771	673	28	358950	101400	0	0	0	0	50	15	9680550	1	1
SLC25A35	870950	218	18	366600	96900	0	0	1	0	50	18	7835250	1	1
SLC25A37	474894	409	36	358050	105000	0	0	0	0	50	18	10065600	1	1
SLC25A38	160739	595	32	324000	98550	0	0	1	0	49	19	8627850	1	1
SLC25A40	237024	758	6	379950	95700	0	0	1	0	30	16	5275200	1	1
SLC25A41	865106	219	33	390450	122100	0	0	0	0	50	14	8829000	1	1
SLC25A43	655775	NaN	34	356100	112800	0	0	0	0	50	9	10185450	1	1
SLC25A45	4112809	242	50	306450	94500	0	0	1	0	11	10	2481000	1	1
SLC25A5	617823	NaN	30	315150	93900	0	0	0	0	50	24	9546300	1	1
SLC26A1	675007	256	45	732150	264600	0	0	0	0	50	18	8959950	1	1
SLC26A10	1329939	344	52	589500	196200	0	0	1	0	50	27	10387800	1	1
SLC26A2	1070181	149	44	774750	227850	0	0	0	0	17	6	3848700	1	1
SLC26A9	690729	431	33	961350	276150	0	0	0	0	35	9	5977800	1	1
SLC28A2	494393	471	23	715500	204750	0	0	0	0	27	9	4623600	1	1
SLC29A1	1107034	216	51	493050	146850	0	0	0	0	50	19	8555100	1	1
SLC2A11	643596	182	57	553200	174450	0	0	0	0	50	17	9121500	1	1
SLC2A3	122883	305	13	528150	159000	0	0	1	0	50	16	7801800	1	1
SLC2A4	1782958	316	21	529350	177150	0	0	0	0	50	7	7003050	1	1
SLC2A5	865627	264	31	589350	181050	0	0	0	0	50	16	8221350	1	1
SLC2A7	840956	264	31	539400	172950	0	0	2	0	22	7	3362250	1	1
SLC30A2	748547	221	31	399900	116250	0	0	0	0	50	14	7358100	1	1
SLC30A4	207518	299	10	462000	129300	0	0	0	0	50	24	8532150	1	1
SLC30A5	420762	273	29	861750	238950	0	0	0	0	50	22	10158000	1	1
SLC30A6	387408	276	25	505800	142200	0	0	0	0	50	21	11635950	1	1
SLC30A7	173324	727	-4	418500	110250	0	0	2	0	33	14	4295700	1	1
SLC30A9	270740	261	28	629550	169200	0	0	0	0	50	12	8564400	1	1
SLC31A1	437406	312	17	210600	54450	0	0	0	0	50	15	7638900	1	1
SLC31A2	448462	456	9	154350	45450	0	0	0	0	50	24	8220300	1	1
SLC33A1	284462	473	4	579900	171600	0	0	0	0	50	13	8591550	1	1
SLC35A1	229577	534	27	364800	105000	0	0	1	0	50	14	7189950	1	1
SLC35B1	880183	361	30	350250	101100	0	0	0	0	50	12	8535750	1	1
SLC35B2	1037256	312	54	443700	146250	0	0	1	0	50	22	8329650	1	1
SLC35C2	543487	612	42	389400	119100	0	0	0	0	50	23	9672600	1	1
SLC35D1	387355	673	-4	387900	112500	0	0	0	0	50	24	7404450	1	1
SLC35D2	340302	400	21	370950	106050	0	0	0	0	50	12	10261500	1	1
SLC35D3	177175	449	21	420000	144750	0	0	0	0	11	1	1983000	1	1
SLC35E1	815495	258	44	427500	137250	0	0	0	0	50	17	8838300	1	1
SLC35E3	534146	294	25	331950	99150	0	0	0	0	50	14	6774600	1	1
SLC35F1	200805	959	-18	433650	131100	0	0	1	0	50	23	7762050	1	1
SLC37A1	440393	284	67	585600	167700	0	0	1	0	50	21	9605100	1	1
SLC37A2	428178	762	30	565500	158100	0	0	1	0	15	3	966900	1	1
SLC37A4	1424132	180	57	481500	145350	0	0	0	0	50	21	7401000	1	1
SLC38A11	80659	427	-3	416850	119100	0	0	0	0	50	8	8636400	1	1
SLC38A2	755445	311	14	561000	150450	0	0	1	0	50	25	10397550	1	1
SLC38A3	846254	199	44	552150	156600	0	0	0	0	50	27	8689350	1	1
SLC38A6	220020	527	-2	610050	161700	0	0	0	0	50	16	7833750	1	1
SLC38A7	572798	188	2	491400	149850	0	0	2	0	36	13	5334000	1	1
SLC38A9	340223	390	24	622650	161250	0	0	0	0	50	14	9700950	1	1
SLC39A1	2028800	222	34	324600	119550	0	0	0	0	50	17	7703400	1	1
SLC39A10	104678	431	3	910950	228450	0	0	0	0	14	3	1646100	1	1
SLC39A11	276039	538	-34	364650	114600	0	0	0	0	50	26	8302050	1	1
SLC39A14	683723	144	32	626850	183600	0	0	0	0	27	10	5593200	1	1
SLC39A2	1005555	429	4	317700	106200	0	0	0	0	50	17	7471650	1	1
SLC39A3	1354357	291	25	352050	122700	0	0	0	0	0	0	122700	1	1
SLC39A5	2878071	171	46	548250	201000	0	0	0	0	22	5	4413600	1	1
SLC39A6	365879	399	35	825600	216600	0	0	0	0	50	17	8439300	1	1
SLC39A8	275900	441	4	528150	150450	0	0	0	0	50	16	8743050	1	1
SLC3A2	2342595	181	71	703050	213600	0	0	0	0	45	22	9366450	1	1
SLC41A2	759566	294	30	619050	172050	0	0	0	0	50	14	9490800	1	1
SLC43A1	923775	197	9	601500	179700	0	0	0	0	50	24	7779000	1	1
SLC43A3	923815	191	-3	526650	157350	0	0	1	0	50	17	7567800	1	1
SLC44A2	2082774	226	33	792300	215700	0	0	2	0	50	17	7575000	1	1
SLC44A3	329970	274	-13	716250	192750	0	0	0	0	50	17	8547750	1	1
SLC44A4	2485614	188	36	775050	221700	0	0	2	0	43	16	7287600	1	1
SLC46A1	1410113	190	28	471750	157800	0	0	0	0	50	15	9008550	1	1
SLC46A2	514712	498	10	483750	164250	0	0	1	0	50	25	8248500	1	1
SLC48A1	395089	320	14	154950	47100	0	0	0	0	50	11	9560100	1	1
SLC4A11	1086365	338	49	1030650	305400	0	0	2	0	5	4	1325100	1	1
SLC4A1AP	1116452	205	37	868650	230700	0	0	1	0	50	20	7905450	1	1
SLC4A4	216580	975	-4	1281600	338400	0	0	1	0	50	23	8920350	1	1
SLC4A5	1065336	272	45	1236600	348300	0	0	0	0	0	0	348300	1	1
SLC4A8	527734	331	43	1212000	331500	0	0	0	0	30	8	4689450	1	1
SLC4A9	683517	143	39	1014750	319950	0	0	0	0	50	10	8581950	1	1
SLC5A4	498785	580	-34	713400	204600	0	0	0	0	50	18	6977850	1	1
SLC5A5	1291250	204	37	672750	221850	0	0	2	0	50	20	7073850	1	1
SLC5A6	1238919	230	39	670350	213450	0	0	0	0	50	20	7692300	1	1
SLC6A12	321580	557	28	668550	186900	0	0	0	0	50	19	10029150	1	1
SLC6A13	316827	557	28	655200	184050	0	0	1	0	33	10	5298900	1	1
SLC6A14	82720	NaN	4	708000	183450	0	0	0	0	23	17	6537300	1	1
SLC6A8	1716845	NaN	44	680100	200100	0	0	1	0	50	17	8049300	1	1
SLC7A6	864889	281	38	546900	165900	0	0	0	0	50	25	11831100	1	1
SLC7A6OS	819579	281	46	335100	92400	0	0	0	0	50	17	10129650	1	1
SLC9A1	886940	336	27	857400	264000	0	0	2	0	50	18	8979600	1	1
SLC9A10	268687	508	22	1314900	325800	0	0	0	0	50	22	10219650	1	1
SLC9A11	426813	335	9	1257450	309900	0	0	0	0	49	16	9541200	1	1
SLC9A2	75782	858	-5	865800	251550	0	0	1	0	50	27	8820600	1	1
SLC9A8	649593	165	52	636600	176100	0	0	0	0	14	5	2015550	1	1
SLCO1B3	151869	521	-24	771600	202650	0	0	0	0	14	12	2879700	1	1
SLCO4A1	1254192	192	24	757350	238500	0	0	2	0	50	22	9267450	1	1
SLFN11	761918	456	11	960750	264150	0	0	0	0	5	0	876600	1	1
SLFN12	763419	456	18	628350	158700	0	0	0	0	13	6	1635900	1	1
SLFN12L	NaN	NaN	NaN	669900	170700	0	0	0	0	50	40	16875300	1	1
SLFN13	763419	456	18	957900	261600	0	0	2	0	13	6	1635900	1	1
SLFN14	NaN	NaN	NaN	976350	262500	0	0	0	0	50	40	16967100	1	1
SLITRK6	18898	822	-27	889350	249150	0	0	0	0	6	2	873150	1	1
SLMAP	788284	196	35	908700	223500	0	0	0	0	50	15	6886200	1	1
SLMO1	533826	240	48	194850	51750	0	0	0	0	50	21	8530800	1	1
SLN	322905	676	-5	35250	9750	0	0	0	0	50	22	6914700	1	1
SLPI	842540	324	25	148950	36900	0	0	0	0	50	15	9612150	1	1
SLURP1	427585	373	34	113850	31050	0	0	0	0	50	13	7404450	1	1
SMAD1	204089	1182	24	505650	132450	0	0	0	0	50	14	8388900	1	1
SMAD3	444194	194	45	493200	131400	0	0	0	0	50	9	7205850	1	1
SMAD5	284497	449	34	508200	128550	0	0	0	0	50	18	8779800	1	1
SMAD6	580112	197	46	515100	177450	0	0	0	0	50	14	8728950	1	1
SMAGP	494861	194	40	123900	25050	0	0	0	0	50	19	7385550	1	1
SMAP1	169371	764	11	509850	139950	0	0	0	0	50	18	8735400	1	1
SMAP2	718633	438	37	473250	124350	0	0	1	0	50	14	8272050	1	1
SMARCA5	183412	821	9	1172400	290550	0	0	1	0	50	21	8617500	1	1
SMC6	135213	1245	1	1229850	291150	0	0	0	0	13	2	2375700	1	1
SMCP	59999	804	12	131100	28650	0	0	1	0	0	1	28650	1	1
SMCR7	925111	223	18	506250	129150	0	0	0	0	50	16	8468250	1	1
SMCR7L	766902	467	74	478650	154950	0	0	0	0	50	14	8292300	1	1
SMN1	NaN	NaN	NaN	649500	175800	0	0	0	0	50	40	16880400	1	1
SMN2	NaN	NaN	NaN	662100	178500	0	0	0	0	50	40	16883100	1	1
SMNDC1	449754	359	18	266250	64500	0	0	0	0	50	22	8829150	1	1
SMOC2	121125	883	-32	506850	133050	0	0	1	0	50	22	7666800	1	1
SMPD2	328699	559	47	457950	131550	0	0	0	0	48	19	7420200	1	1
SMR3A	264684	915	25	136350	49500	0	0	0	0	50	9	7344750	1	1
SMR3B	264684	915	25	82500	29100	0	0	0	0	50	9	7344750	1	1
SMS	92980	NaN	23	411150	103200	0	0	0	0	50	22	7561050	1	1
SMTNL1	923607	249	32	553950	151200	0	0	1	0	50	19	7633650	1	1
SMU1	953054	286	0	566100	147600	0	0	0	0	50	17	7415250	1	1
SMURF1	918974	379	46	831450	224250	0	0	0	0	50	16	10664700	1	1
SMURF2	937631	151	-8	831300	212250	0	0	0	0	50	25	7328850	1	1
SNAI1	575200	181	51	277050	85200	0	0	0	0	50	18	8587800	1	1
SNAI2	16597	598	-22	288450	78300	0	0	0	0	50	30	8122950	1	1
SNAP25	168916	372	-41	283350	63600	0	0	0	0	50	26	9024000	1	1
SNAPC5	507061	219	40	110850	29100	0	0	0	0	50	11	6619800	1	1
SNAPIN	1656449	183	40	144000	47250	0	0	0	0	50	15	8966550	1	1
SNCA	65544	475	-7	157050	42300	0	0	0	0	50	20	8727750	1	1
SNCG	401785	164	45	143100	36900	0	0	0	0	50	14	7198650	1	1
SNF8	793101	174	29	285900	77250	0	0	0	0	50	13	9672600	1	1
SNHG3-RCC1	846521	183	26	453900	132000	0	0	0	0	50	11	7617300	1	1
SNN	602364	214	40	93000	28950	0	0	0	0	50	28	9156900	1	1
SNRNP25	1005761	238	36	147000	39750	0	0	0	0	50	16	7004550	1	1
SNRNP40	643810	234	30	393300	107100	0	0	1	0	50	27	8234400	1	1
SNRPA	1127178	201	27	305700	85350	0	0	0	0	50	10	8280450	1	1
SNRPA1	372683	406	2	282450	78450	0	0	1	0	8	3	1171800	1	1
SNRPB	652241	477	33	258600	83400	0	0	0	0	50	15	10118850	1	1
SNRPB2	76240	856	-21	252600	63300	0	0	0	0	50	20	8920200	1	1
SNRPC	995432	242	24	180150	44850	0	0	0	0	50	16	7999500	1	1
SNRPD1	301496	165	46	130200	37200	0	0	0	0	50	12	7239750	1	1
SNRPD2	950605	194	45	130800	34350	0	0	0	0	50	17	8013750	1	1
SNRPD3	480889	194	48	138450	38400	0	0	0	0	50	10	7721400	1	1
SNRPF	426671	400	5	99000	23850	0	0	0	0	50	18	8405550	1	1
SNRPG	671278	370	38	90750	19500	0	0	0	0	50	22	10775700	1	1
SNTB2	1187512	NaN	32	561450	180600	0	0	0	0	43	16	6527100	1	1
SNTN	155962	905	-12	163200	42900	0	0	0	0	50	25	10560150	1	1
SNUPN	594867	165	39	399600	102150	0	0	0	0	50	25	8848950	1	1
SNURF	233460	1194	-44	81300	22200	0	0	0	0	50	29	9879300	1	1
SNX11	1195543	255	11	293850	82800	0	0	0	0	50	20	8717400	1	1
SNX12	790100	NaN	37	177450	49800	0	0	0	0	50	27	10451850	1	1
SNX15	3209258	207	49	364950	111600	0	0	1	0	45	12	7388700	1	1
SNX16	156346	680	6	381300	97050	0	0	1	0	50	24	10914600	1	1
SNX22	743794	251	43	214350	59250	0	0	0	0	50	20	9740250	1	1
SNX30	573618	453	19	474150	131550	0	0	0	0	50	11	7965750	1	1
SNX4	319722	132	35	509100	124050	0	0	0	0	50	9	7518900	1	1
SNX8	806717	291	44	504600	144300	0	0	0	0	37	8	6761100	1	1
SOAT2	1727618	177	46	566400	165750	0	0	1	0	50	18	8231250	1	1
SOCS1	632841	308	37	212400	75600	0	0	0	0	50	19	9243450	1	1
SOCS3	962609	209	27	232050	74850	0	0	1	0	20	7	3081450	1	1
SOCS7	1035666	181	22	606450	195450	0	0	0	0	50	15	7776150	1	1
SOD1	268523	621	34	169800	46650	0	0	0	0	50	16	6600750	1	1
SOD2	643775	604	19	246000	64050	0	0	0	0	50	17	8437650	1	1
SOD3	269537	617	31	245400	81750	0	0	0	0	50	12	6035400	1	1
SOHLH2	81451	880	-44	467700	126300	0	0	3	0	11	6	1258500	1	1
SOLH	1205944	213	38	1121550	365700	0	0	0	0	3	0	639150	1	1
SORBS3	757216	224	45	730200	213000	0	0	0	0	50	20	9218700	1	1
SORD	724004	565	19	383700	114000	0	0	0	0	50	22	10473750	1	1
SOST	1081050	192	35	220950	70650	0	0	0	0	50	15	7753050	1	1
SOSTDC1	291856	699	-19	220950	60300	0	0	0	0	50	25	8659650	1	1
SOX1	67826	793	-33	393900	136200	0	0	0	0	50	21	8927250	1	1
SOX10	1370748	203	50	486150	149700	0	0	0	0	50	17	7745100	1	1
SOX12	879317	185	41	319950	106650	0	0	0	0	50	13	8827350	1	1
SOX15	1957426	194	24	237750	79950	0	0	0	0	50	17	9259350	1	1
SOX18	1152034	208	48	383700	137850	0	0	0	0	50	18	10132200	1	1
SOX21	154313	759	41	278700	96150	0	0	0	0	50	13	7743150	1	1
SOX3	24994	NaN	-22	445950	157500	0	0	0	0	12	5	2682750	1	1
SOX4	117516	676	1	477300	163950	0	0	0	0	41	15	6948750	1	1
SOX9	159643	606	-41	535200	156900	0	0	0	0	50	37	9532650	1	1
SP110	473233	643	31	827850	206250	0	0	1	0	24	10	3249750	1	1
SP3	296444	376	27	820200	246300	0	0	0	0	50	15	9344100	1	1
SP5	318434	709	28	401400	139050	0	0	0	0	50	9	9160200	1	1
SP6	1071489	214	29	386100	124650	0	0	0	0	50	17	7942350	1	1
SP8	109058	730	11	511650	178200	0	0	0	0	50	33	11090400	1	1
SP9	NaN	NaN	NaN	487650	168900	0	0	0	0	50	40	16873500	1	1
SPA17	172228	604	18	171900	40500	0	0	1	0	14	6	1714950	1	1
SPACA4	1597109	242	31	126150	42600	0	0	0	0	50	16	8756250	1	1
SPACA5	NaN	NaN	NaN	358800	91200	0	0	0	0	50	40	16795800	1	1
SPACA5B	566535	NaN	19	358800	91200	0	0	0	0	50	25	9238500	1	1
SPAG11A	69060	693	-5	117900	34650	0	0	0	0	50	22	8947500	1	1
SPAG7	1416161	231	30	256800	62700	0	0	0	0	50	21	7871250	1	1
SPAG8	847663	227	54	609900	179850	0	0	0	0	50	14	8702700	1	1
SPAM1	87688	541	-19	567300	151350	0	0	2	0	50	25	9097500	1	1
SPANXA1	NaN	NaN	NaN	220200	55200	0	0	0	0	50	40	16759800	1	1
SPANXA2	NaN	NaN	NaN	220200	55200	0	0	0	0	50	40	16759800	1	1
SPANXB1	NaN	NaN	NaN	227700	59400	0	0	0	0	50	40	16764000	1	1
SPANXB2	NaN	NaN	NaN	227700	59400	0	0	0	0	50	40	16764000	1	1
SPANXE	28355	NaN	-20	109050	27750	0	0	0	0	50	21	8686950	1	1
SPANXF1	NaN	NaN	NaN	227700	59400	0	0	0	0	50	40	16764000	1	1
SPANXN1	2363	NaN	-22	82350	18000	0	0	0	0	50	30	10489650	1	1
SPANXN2	4811	NaN	-27	196350	50700	0	0	0	0	50	46	12101400	1	1
SPANXN3	4577	NaN	-29	157200	38100	0	0	0	0	50	48	9674100	1	1
SPANXN4	2776	NaN	-19	112500	26100	0	0	0	0	50	21	9299400	1	1
SPANXN5	476232	NaN	26	82050	18300	0	0	0	0	50	25	10747500	1	1
SPAST	378148	197	28	669750	192000	0	0	0	0	50	15	9567750	1	1
SPATA1	241849	585	-1	516000	127500	0	0	0	0	50	15	7054050	1	1
SPATA12	418332	332	46	196050	61800	0	0	0	0	50	7	8530650	1	1
SPATA13	255006	569	36	1356000	389100	0	0	0	0	50	15	8382150	1	1
SPATA19	270077	622	-14	189150	49350	0	0	0	0	50	13	7301400	1	1
SPATA2	589377	181	48	539700	166350	0	0	0	0	44	15	7309500	1	1
SPATA20	1532661	200	20	860250	253500	0	0	1	0	50	18	9520050	1	1
SPATA24	NaN	NaN	NaN	234750	54150	0	0	0	0	50	40	16758750	1	1
SPATA3	NaN	NaN	NaN	203400	62550	0	0	0	0	50	40	16767150	1	1
SPATA4	134663	504	-4	332400	89700	0	0	0	0	50	18	9746550	1	1
SPATA5L1	340172	254	10	767700	262800	0	0	0	0	50	5	8746500	1	1
SPATA7	140042	800	-13	661950	168750	0	0	1	0	50	26	8891400	1	1
SPATA8	93099	986	-46	114300	32400	0	0	0	0	50	19	7433400	1	1
SPATS1	993997	443	40	335700	84600	0	0	0	0	50	28	10495800	1	1
SPATS2L	476225	433	24	610800	163650	0	0	0	0	50	24	9165450	1	1
SPCS1	1217701	272	47	180900	54900	0	0	0	0	50	26	12289800	1	1
SPCS2	767563	454	24	250800	64650	0	0	0	0	50	17	9318600	1	1
SPCS3	128128	550	11	195900	55650	0	0	1	0	29	16	5625750	1	1
SPDEF	890476	207	34	362250	100350	0	0	0	0	50	21	9059100	1	1
SPDYC	3317462	168	54	318600	88650	0	0	0	0	50	14	8247600	1	1
SPDYE1	1042621	239	49	370800	94950	0	0	0	0	50	14	8169150	1	1
SPDYE2	NaN	NaN	NaN	885300	228000	0	0	0	0	50	40	16932600	1	1
SPDYE2L	NaN	NaN	NaN	885300	228000	0	0	0	0	50	40	16932600	1	1
SPDYE3	1430637	204	54	598200	162300	0	0	1	0	50	22	7662900	1	1
SPDYE4	NaN	NaN	NaN	263100	68100	0	0	0	0	50	40	16772700	1	1
SPDYE5	785864	337	70	372750	96150	0	0	0	0	50	16	9576000	1	1
SPDYE6	NaN	NaN	NaN	442650	114000	0	0	0	0	50	40	16818600	1	1
SPEF1	860065	241	43	257700	73050	0	0	0	0	50	19	10135350	1	1
SPG21	705779	185	57	343350	88200	0	0	0	0	50	12	8508750	1	1
SPHAR	285692	361	9	69900	16500	0	0	0	0	45	21	7815900	1	1
SPHK2	1597109	242	31	650700	242550	0	0	1	0	50	16	8756250	1	1
SPIB	1038277	491	30	280350	84600	0	0	0	0	50	20	8799300	1	1
SPIC	305133	649	-1	273000	67650	0	0	0	0	50	29	8445450	1	1
SPIN2A	145137	NaN	18	275550	75900	0	0	0	0	50	19	6176850	1	1
SPIN3	145082	NaN	13	275250	76200	0	0	1	0	50	24	8010300	1	1
SPIN4	90301	NaN	-19	261600	75900	0	0	0	0	50	32	9206100	1	1
SPINK1	137041	470	2	91200	23100	0	0	0	0	50	19	7612950	1	1
SPINK14	63265	390	-8	111150	26550	0	0	0	0	50	29	9309750	1	1
SPINK4	856503	167	38	98700	25950	0	0	0	0	50	14	8942100	1	1
SPINK6	63265	390	-8	92400	22350	0	0	0	0	50	29	9309750	1	1
SPINK7	72574	418	-9	98100	24300	0	0	0	0	50	27	9172200	1	1
SPINK8	1054170	263	37	113850	25650	0	0	0	0	50	24	7659750	1	1
SPINK9	79210	459	-15	100950	22800	0	0	0	0	50	29	10341300	1	1
SPINLW1	1069725	438	36	168000	37650	0	0	0	0	50	33	8858850	1	1
SPINT1	1036414	172	51	572250	161250	0	0	0	0	50	13	8563650	1	1
SPINT2	1410213	301	-1	274200	78150	0	0	0	0	50	24	7411050	1	1
SPINT3	NaN	NaN	NaN	99150	25050	0	0	0	0	50	40	16729650	1	1
SPINT4	777303	359	16	114000	26400	0	0	0	0	50	15	8315700	1	1
SPIRE1	483118	292	49	823950	227700	0	0	0	0	41	5	6578550	1	1
SPIRE2	1220713	219	43	759300	232050	0	0	0	0	5	1	1576950	1	1
SPN	NaN	NaN	NaN	393450	149700	0	0	0	0	50	40	16854300	1	1
SPO11	181292	604	9	444450	114000	0	0	0	0	50	26	8778750	1	1
SPOCK2	757700	169	40	487650	125250	0	0	0	0	35	10	5540850	1	1
SPON1	414198	644	-10	883350	234000	0	0	0	0	47	13	6292050	1	1
SPON2	789524	319	29	348150	109050	0	0	1	0	12	4	1789800	1	1
SPP1	445914	367	8	351300	84750	0	0	0	0	50	20	11538750	1	1
SPPL2B	1503606	267	31	639150	198300	0	0	0	0	10	7	1779150	1	1
SPR	450159	421	23	266250	91950	0	0	0	0	50	18	9937950	1	1
SPRED3	1467279	253	0	430800	151050	0	0	0	0	50	23	8421750	1	1
SPRN	485067	472	8	146100	60900	0	0	0	0	50	32	8664150	1	1
SPRR1A	426723	748	28	97050	26250	0	0	0	0	50	11	8536500	1	1
SPRR1B	687290	704	30	97200	26100	0	0	0	0	50	10	9029100	1	1
SPRR2B	687290	704	30	82350	21150	0	0	0	0	50	10	9029100	1	1
SPRR2D	687290	704	30	79200	21150	0	0	0	0	50	10	9029100	1	1
SPRR2E	687290	704	30	79200	21150	0	0	0	0	50	10	9029100	1	1
SPRR2F	687290	704	30	79200	21150	0	0	0	0	50	10	9029100	1	1
SPRR3	426723	748	28	177600	53700	0	0	0	0	50	11	8536500	1	1
SPRR4	426723	748	28	87900	21900	0	0	0	0	5	1	600000	1	1
SPRY1	98850	613	21	339450	94350	0	0	0	0	50	18	9050100	1	1
SPRY2	44501	729	60	330300	98100	0	0	0	0	50	20	8438250	1	1
SPRY3	NaN	NaN	NaN	299550	90600	0	0	0	0	50	40	16795200	1	1
SPRY4	394296	573	28	337350	102300	0	0	0	0	50	17	9359250	1	1
SPRYD5	4214	1074	-46	499500	122850	0	0	0	0	50	21	8436900	1	1
SPSB2	2822601	232	32	271350	90450	0	0	0	0	50	21	8706000	1	1
SQRDL	201356	490	1	486750	138300	0	0	0	0	50	26	9623850	1	1
SR140	361096	467	23	1158900	281100	0	0	0	0	39	18	9591150	1	1
SRA1	706371	319	29	252450	74700	0	0	0	0	50	18	9928500	1	1
SRD5A1	253440	585	-1	279300	78900	0	0	0	0	50	14	7224450	1	1
SRD5A2	157835	693	3	269250	82650	0	0	0	0	50	19	8600850	1	1
SREBF1	1129921	260	21	1214250	410250	0	0	2	0	50	23	9669000	1	1
SRF	1308754	363	35	522300	175650	0	0	0	0	50	27	9412500	1	1
SRGAP2	472089	300	6	1074600	290700	0	0	1	0	50	14	10594350	1	1
SRGN	766231	183	55	171150	48000	0	0	0	0	50	13	8875200	1	1
SRI	157359	454	23	228900	57750	0	0	2	0	2	3	289500	1	1
SRM	577167	408	34	332250	90300	0	0	0	0	50	20	9083550	1	1
SRP14	846041	256	23	150450	42600	0	0	0	0	50	20	8383650	1	1
SRP19	242849	340	34	163050	40800	0	0	0	0	50	11	7624950	1	1
SRP9	927421	168	9	137400	34950	0	0	0	0	50	24	8490750	1	1
SRPK2	452775	468	34	790950	199950	0	0	0	0	50	12	7749300	1	1
SRPX	141319	NaN	17	502350	141600	0	0	1	0	50	22	9010050	1	1
SRRM3	851224	195	50	678600	228150	0	0	0	0	50	16	8533350	1	1
SRRM5	NaN	NaN	NaN	771900	211350	0	0	0	0	50	40	16915950	1	1
SRXN1	622277	480	42	140250	48750	0	0	0	0	50	25	11860200	1	1
SRY	0	0	0	220800	55950	0	0	0	0	50	7	8921400	1	1
SS18L1	861466	288	-13	442200	112650	0	0	0	0	50	24	8107200	1	1
SS18L2	350455	445	42	87900	21900	0	0	0	0	50	20	9340800	1	1
SSB	338901	489	35	480750	109650	0	0	0	0	50	20	6582300	1	1
SSBP1	200522	844	14	169800	42600	0	0	0	0	50	17	7452600	1	1
SSC5D	NaN	NaN	NaN	1597050	553050	0	0	0	0	7	4	2107050	1	1
SSH2	724760	390	21	1525950	422550	0	0	0	0	47	25	12603600	1	1
SSH3	1369264	177	44	704400	210000	0	0	0	0	50	20	10057200	1	1
SSNA1	1722012	202	36	130050	35550	0	0	0	0	50	16	9554850	1	1
SSPO	455147	615	28	5505150	1636800	0	0	0	0	1	1	1987800	1	1
SSR1	755548	283	24	315000	85050	0	0	0	0	50	15	11206200	1	1
SSR2	1880483	213	32	196200	60300	0	0	0	0	50	18	10029600	1	1
SSR3	545591	679	10	204600	54600	0	0	0	0	50	26	9258000	1	1
SSR4	2103463	NaN	30	191100	54600	0	0	0	0	50	23	8821650	1	1
SSSCA1	3945819	202	45	210300	66900	0	0	0	0	50	17	8736900	1	1
SSTR2	238181	336	-7	386550	114750	0	0	0	0	50	22	9169650	1	1
SSTR3	845055	230	67	421500	145950	0	0	1	0	50	15	7176750	1	1
SSU72	1690623	248	29	216450	54000	0	0	0	0	50	12	9206550	1	1
SSX1	603602	NaN	5	221250	46500	0	0	0	0	50	19	8116800	1	1
SSX2	NaN	NaN	NaN	555300	115200	0	0	0	0	50	40	16819800	1	1
